id,entity_id,category_id,,,,,,,
,2115,,#N/A,#N/A,CENTRO DISTRIBUIDOR DE PLACAS SRL,www.centrodeplacas.com.ar,Aserrado y cepillado de madera nativa,Aserrado y cepillado de madera implantada,
,2116,,#N/A,#N/A,HIERROS AVENIDA SRL,,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,Venta al por menor de artículos de ferretería y materiales eléctricos,
,2117,,#N/A,#N/A,FABRICA DE CARROCERIAS CAFARO SRL,,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,,
,2118,,#N/A,#N/A,TYC SA,www.tycsa.com.ar,Fabricación de productos metálicos para uso estructural,Fabricación de productos elaborados de metal n.c.p.,
,2119,,#N/A,#N/A,LURISIA SA,www.lurisia.com.ar,Fabricación de prendas de vestir y artículos similares de punto,,
,2120,,#N/A,#N/A,EL PATO MAQUINAS AGRICOLAS SRL,www.elpatomaquinarias.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de maquinaria metalúrgica,
,2121,,#N/A,#N/A,PASSA DISEGNI SRL,www.fibetel.com.ar,Fabricación de joyas finas y artículos conexos,"Venta al por mayor de artículos de relojería, joyería y fantasías",
,2122,,#N/A,#N/A,FRANCISCO VICENTE D'AMIANO SA,www.fravida.com.ar,"Fabricación de equipo de protección y seguridad, excepto calzado",,
,2123,,#N/A,#N/A,METALURGICA FEYFE SA,www.feyfe.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,,
,2124,,#N/A,#N/A,INDUSTRIAS ROTOR PUMP SA,www.rotorpump.com,Fabricación de bombas 2,"Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza (Incluye venta de tractores, cosechadoras, enfardadoras, remolques de carga y descarga automática, motosierras, cortadoras de césped autopropulsadas, etc.)",
,2125,,#N/A,#N/A,ROTATIVAS CORDOBA SA,www.rotativascordobasa.com,Fabricación de papel ondulado y envases de papel,Fabricación de cartón ondulado y envases de cartón,
,2126,,#N/A,#N/A,RECIMAD SA,www.recimad.com,Aserrado y cepillado de madera implantada,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",
,2127,,#N/A,#N/A,METALURGICA BORRA SRL,www.metalurgicaborrasrl.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,2128,,#N/A,#N/A,POLIND SRL,www.polind.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",
,2129,,#N/A,#N/A,IVITI SA,www.iviti.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de mercancías n.c.p.,
,2130,,#N/A,#N/A,INDUSTRIAS METALURGICAS M & M SRL,www.mym-industrias.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,2131,,#N/A,#N/A,MULTICADENAS SRL,www.multicadenas.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",
,2132,,#N/A,#N/A,SUEIRO E HIJOS SA,www.sueiroehijos.com.ar,Fabricación de productos elaborados de metal n.c.p.,Fabricación de tejidos de alambre,
,2133,,#N/A,#N/A,TORNILLOS SUIPACHA SRL,,Fabricación de productos elaborados de metal n.c.p.,,
,2134,,#N/A,#N/A,ANTISON ARGENTINA SRL,www.antisonargentina.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,2135,,#N/A,#N/A,ACEROS CUYO SRL,www.aceroscuyosrl.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de mercancías n.c.p.,
,2136,,#N/A,#N/A,GLOBAL AMERICA SRL,www.globalamerica.com.ar,Servicios relacionados con la impresión,Reparación y mantenimiento de maquinaria de uso general,
,2137,,#N/A,#N/A,SOLUCIONES GRAFICAS SA,www.formunort.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,2138,,#N/A,#N/A,EXCEL INDUSTRIAS GRAFICAS SRL,www.excelsrl.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,2139,,#N/A,#N/A,JOTATEC SRL,www.jotatec.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)","Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico (Incluye venta de equipos de diagnóstico y tratamiento, camillas, cajas de cirugía, jeringas y otros implementos de material descartable, etc.)",
,2140,,#N/A,#N/A,LABORATORIO AMBER SRL,,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)","Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",
,2141,,#N/A,#N/A,JUNAR SA,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",Fabricación de productos metálicos de tornería y/o matricería,
,2142,,#N/A,#N/A,PAFAC SRL,www.pafac.com.ar,Fabricación de productos de caucho n.c.p.,,
,2143,,#N/A,#N/A,DIEMER TRADING SA,,Fabricación de productos de caucho n.c.p.,,
,2144,,#N/A,#N/A,CANTONE SA,www.canplast.com.ar,Fabricación de materias plásticas en formas primarias n.c.p.,Fabricación de productos elaborados de metal n.c.p.,
,2145,,#N/A,#N/A,EL TALAR MISIONERO SRL,,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",,
,2146,,#N/A,#N/A,BESORA HNOS SRL,www.besora.com.ar,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia","Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",
,2147,,#N/A,#N/A,ZURZOLO E HIJOS SA,www.zurzoloehijos.com.ar,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",,
,2148,,#N/A,#N/A,ITAL BAND SRL,,Fabricación de productos de caucho n.c.p.,Fabricación de cubiertas y cámaras,
,2149,,#N/A,#N/A,PISARG SA,www.alberdimaderas.com,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",Venta al por mayor de mercancías n.c.p.,
,2150,,#N/A,#N/A,PIBECO SA,www.pibeco.com.ar,Elaboración de hormigón,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",
,2151,,#N/A,#N/A,VOLPOR SA,,Fabricación de hornos hogares y quemadores,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,2152,,#N/A,#N/A,INDUCA SACIIF,www.interar.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,2153,,#N/A,#N/A,MADERISA SACIFIA,www.maderisa.com.ar,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",,
,2154,,#N/A,#N/A,ORLANDI RURALES SA,www.orlandirurales.com,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",Cultivo de soja,
,2155,,#N/A,#N/A,HOYOS Y CIA SRL,www.hoyos.com.ar,Fabricación de componentes electrónicos,Venta al por mayor de mercancías n.c.p.,
,2156,,#N/A,#N/A,OHMMICA SRL,www.ohmmica.com,Fabricación de componentes electrónicos,,
,2157,,#N/A,#N/A,BARONE SRL,,"Fabricación de muebles y partes de muebles, principalmente de madera","Venta al por mayor de artículos de loza, cerámica y porcelana de uso en construcción",
,2158,,#N/A,#N/A,MADERERA LOS PINOS SRL,,"Fabricación de muebles y partes de muebles, principalmente de madera",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,2159,,#N/A,#N/A,METALURGICA OLIVA SA,www.cocinaslamagica.com.ar,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos",,
,2160,,#N/A,#N/A,LACAR INCENDIO SRL,www.lacarincendio.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,2161,,#N/A,#N/A,KAIZEN DE CISILINO E HIJO SRL,,Fabricación de productos metálicos de tornería y/o matricería,Fabricación de productos elaborados de metal n.c.p.,
,2162,,#N/A,#N/A,TALLERES GAN MAR SRL,www.ganmar.com.ar,Fabricación de máquinas herramienta,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,2163,,#N/A,#N/A,MECANO GANADERO SA,,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)","Venta al por menor de maderas y artículos de madera y corcho, excepto muebles",
,2164,,#N/A,#N/A,ECOENERGIA SA,www.ecoenergiasa.com.ar,Fabricación de lámparas eléctricas y equipo de iluminación,"Fabricación de maquinaria y equipo de oficina, excepto equipo informático",
,2165,,#N/A,#N/A,MYZ SRL,www.myzautomatizacion.com.ar,Fabricación de lámparas eléctricas y equipo de iluminación,Venta al por mayor de artículos de iluminación,
,2166,,#N/A,#N/A,ALET AR SA,www.aletar.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",,
,2167,,#N/A,#N/A,FARMA PACKING SA,www.farmapacking.com.ar,Fabricación de envases de vidrio,Fabricación de envases plásticos,
,2168,,#N/A,#N/A,OPULENS SA,www.opulens.com.ar,Fabricación de equipamiento e instrumentos ópticos y sus accesorios,"Venta al por mayor de artículos de óptica y de fotografía (Incluye venta de lentes de contacto, líquidos oftalmológicos, armazones, cristales ópticos, películas fotográficas, cámaras y accesorios para fotografía, etc.)",
,2169,,#N/A,#N/A,JOSE ITURROSPE SAIC,www.iturrospe.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,,
,2170,,#N/A,#N/A,INDUSTRIAS PRECISION SRL,www.industriasprecision.com.ar,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",,
,2171,,#N/A,#N/A,CRONIMO SA,www.cronimo.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",
,2172,,#N/A,#N/A,TECNICAS AVANZADAS DE INGENIERIA SA,,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",,
,2173,,#N/A,#N/A,FERIOLI SA,www.feriolisa.com.ar,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)","Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,2174,,#N/A,#N/A,TESTORE Y MUCCI SRL,www.testoreymucci.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2175,,#N/A,#N/A,SALVADOR COLATRUGLIO SRL,www.colmet.com.ar,Fabricación de productos metálicos de tornería y/o matricería,Venta al por mayor de metales y minerales metalíferos,
,2176,,#N/A,#N/A,TUBING SERVICE SRL,www.tubingservice.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
,2177,,#N/A,#N/A,METALURGICA MASSACCESI SRL,www.globalrural.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,2178,,#N/A,#N/A,PROPACK SA,www.propacksa.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2179,,#N/A,#N/A,COLTMATIC SRL,www.amp2000.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",
,2180,,#N/A,#N/A,INDUPAG SA,www.indupagsa.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2181,,#N/A,#N/A,NISIM HERNAN MOISES Y NISIM ENRIQUE AARON SH,,Fabricación de prendas de vestir y artículos similares de punto,Venta al por mayor de mercancías n.c.p.,
,2182,,#N/A,#N/A,TORNILLO ALVEAR SRL,www.tornilloalvear.com,Fabricación de productos elaborados de metal n.c.p.,Tratamiento y revestimiento de metales y trabajos de metales en general,
,2183,,#N/A,#N/A,ALAMBRES RUMBOS SA,www.alambresrumbos.com,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de mercancías n.c.p.,
,2184,,#N/A,#N/A,INDUSTRIAS ZETA SRL,,Fabricación de productos elaborados de metal n.c.p.,,
,2185,,#N/A,#N/A,DATAWAVES SA,www.datawaves.com,Fabricación de productos elaborados de metal n.c.p.,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,2186,,#N/A,#N/A,HECAM SRL,www.hecam.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2187,,#N/A,#N/A,CAMPELLO RAMIRO FRANCISCO Y CAMPELLO CARLOS MANUEL SH,www.bvconline.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,2188,,#N/A,#N/A,INGEST SA,www.ingestsa.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",,
,2189,,#N/A,#N/A,DICONEX SA,www.diconex.com,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)","Alquiler de maquinaria y equipo n.c.p., sin personal",
,2190,,#N/A,#N/A,CARPINTERIA SAN JERONIMO SA,www.mcalsjn.com.ar,Fabricación de aberturas y estructuras de madera para la construcción,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,2191,,#N/A,#N/A,RIVAPLAST SA,www.rivaplast.com.ar,Fabricación de juegos y juguetes,,
,2192,,#N/A,#N/A,SOLIDSTATE CONTROLS INC DE ARGENTINA SRL,www.ameteksci.com,Fabricación de equipo eléctrico n.c.p.,,
,2193,,#N/A,#N/A,INGESYS SRL,www.gurpogemass.com,Fabricación de equipo eléctrico n.c.p.,,
,2194,,#N/A,#N/A,ETI TACK ARGENTINA SA,www.eti.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,2195,,#N/A,#N/A,ARTES GRAFICAS SAGITARIO SRL,www.agsagitario.com,"Impresión n.c.p., excepto de diarios y revistas",,
,2196,,#N/A,#N/A,FACAM SA,www.facamsa.com.ar,Fabricación de productos metálicos para uso estructural,,
,2197,,#N/A,#N/A,GRAFIK SENALETICA URBANA SOCIEDAD ANONIMA,www.grafikargentina.com.ar,Fabricación de productos metálicos para uso estructural,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.",
,2198,,#N/A,#N/A,TECNOFRIG SRL,www.tecnofrig.com.ar,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios, la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",
,2199,,#N/A,#N/A,CREATIV SRL,www.creativ.com.arwww.creativ.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Servicios de enseñanza n.c.p. (Incluye instrucción impartida mediante programas de radio, televisión, correspondencia y otros medios de comunicación, escuelas de manejo, actividades de enseñanza a domicilio y/o particulares, etc.)",
,2200,,#N/A,#N/A,TALLERES IMECO SA,www.imecoweb.com.ar,Fabricación de productos elaborados de metal n.c.p.,,
,2201,,#N/A,#N/A,EBINOX SRL,www.ebinox.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Instalaciones de carpintería, herrería de obra y artística (Incluye instalación de puertas y ventanas, carpintería metálica y no metálica, etc.)",
,2202,,#N/A,#N/A,GAM DE ARA Y GIARDINA SRL,www.gamiluminacion.com.ar,Fabricación de lámparas eléctricas y equipo de iluminación,,
,2203,,#N/A,#N/A,EMEVG SA,www.emegom.com,Fabricación de autopartes de caucho excepto cámaras y cubiertas,,
,2204,,#N/A,#N/A,PURIFICADORES ARGENTINOS SA,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,2205,,#N/A,#N/A,NH CONSTRUCCIONES SRL,www.gruponh.com.ar,Fabricación de productos metálicos para uso estructural,Fabricación de productos elaborados de metal n.c.p.,
,2206,,#N/A,#N/A,SUOLA SA,www.suola.com.ar,Fabricación de calzado deportivo,Servicios empresariales n.c.p.,
,2207,,#N/A,#N/A,SURITEX SA,,Fabricación de productos textiles n.c.p.,Fabricación de accesorios de vestir excepto de cuero,
,2208,,#N/A,#N/A,ALBER GUS SA,www.albergus.com.ar,Fabricación de productos metálicos para uso estructural,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,
,2209,,#N/A,#N/A,METALURGICA BUENA MAIZON SRL,www.baraderombm.com,Fabricación de productos metálicos para uso estructural,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",
,2210,,#N/A,#N/A,ELIHO TEXTIL SRL,www.elihotextil.com.ar,Fabricación de productos textiles n.c.p.,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario,
,2211,,#N/A,#N/A,BLUM SA,www.pinos.com,Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios,,
