id,entity_id,category_id,,,,,,,
,3658,,#N/A,#N/A,M G I COUTIER ARGENTINA SA,www.mgica.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,3659,,#N/A,#N/A,FRANCAVILLA HERMANOS SA,www.omicron.com.ar,"Fabricación de tejidos (telas) planos de fibras textiles n.c.p., incluye hilanderías y tejedurías integradas",Fabricación de ropa de cama y mantelería,
,3660,,#N/A,#N/A,BAKHOU SRL,www.grupobk.com.ar,"Confección de ropa interior, prendas para dormir y para la playa",Servicio de transporte automotor urbano de carga n.c.p. (Incluye el transporte realizado por fleteros y distribuidores dentro del ejido urbano),
,3661,,#N/A,#N/A,CONFECCIONES JOSE CONTARTESE Y COMPAÑIA SRL,,"Confección de ropa de trabajo, uniformes y guardapolvos","Venta al por menor de confecciones para el hogar (Incluye la venta al por menor de sábanas, toallas, mantelería, cortinas confeccionadas, colchas, cubrecamas, etc.)",
,3662,,#N/A,#N/A,DTMAQ SRL,www.dtmaq.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",
,3663,,#N/A,#N/A,OFFNUNG SA,www.offnung-arg.com,Fabricación de aberturas y estructuras de madera para la construcción,"Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placarás, etc.)",
,3664,,#N/A,#N/A,TRAPOLIMP SRL,www.supernet.com.ar,"Fabricación de hilados textiles de lana, pelos y sus mezclas",Recuperación de materiales y desechos no metálicos,
,3665,,#N/A,#N/A,TOOLMAKERS SRL,www.toolmakers.com.ar,Fabricación de herramientas manuales y sus accesorios,,
,3666,,#N/A,#N/A,PROYECTO ORION SRL,,Aserrado y cepillado de madera nativa,"Venta al por menor de maderas y artículos de madera y corcho, excepto muebles",
,3667,,#N/A,#N/A,ILUMINACION BUENOS AIRES SA,www.iba.com.ar,Fabricación de equipo eléctrico n.c.p.,,
,3668,,#N/A,#N/A,INDUSTRIAS MIGUENS HNOS SRL,,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",
,3669,,#N/A,#N/A,IPA ARGENTINA SA,www.ipatec.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",
,3670,,#N/A,#N/A,LITORAL CLEAN SRL,www.litoralclean.com.ar,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario,Venta al por menor de materiales y productos de limpieza,
,3671,,#N/A,#N/A,GUILLERMO FRACCHIA SRL,www.guillermofracchia.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Construcción, reforma y reparación de obras de infraestructura para el transporte (Incluye la construcción, reforma y reparación de calles, autopistas, carreteras, puentes, túneles, vías férreas y pistas de aterrizaje, la señalización mediante pintura, etc.)",
,3672,,#N/A,#N/A,IZAWA SA,www.izawa.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,3673,,#N/A,#N/A,MONTPRES SA,www.montpres-md.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,
,3674,,#N/A,#N/A,AUTOPARTES PAULUCCI SA,www.paulucciautopartes.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),
,3675,,#N/A,#N/A,PELMAG SA,www.pelmag.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,3676,,#N/A,#N/A,PROPEL MENDOZA SRL,www.propel.com.ar,Fabricación de papel y cartón excepto envases,"Impresión n.c.p., excepto de diarios y revistas",
,3677,,#N/A,#N/A,RULY PLAST SRL,www.rulyplast.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3678,,#N/A,#N/A,MANYPLAST SA,www.manyplast.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3679,,#N/A,#N/A,INDPLASTEC SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3680,,#N/A,#N/A,NORFLEX SRL,www.coopvgg.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3681,,#N/A,#N/A,ABAFLEX SA,www.abaflex.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3682,,#N/A,#N/A,CHILLEMI HNOS SRL,www.chillemihnos.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Fabricación de productos metálicos de tornería y/o matricería,
,3683,,#N/A,#N/A,DECARAL SRL,www.tejaral.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",
,3684,,#N/A,#N/A,TAUSEM SA,www.tausem.com.ar,Fabricación de compresores grifos y válvulas,Fabricación de bombas 2,
,3685,,#N/A,#N/A,DIECO S SRL,www.movi.com.ar,Fabricación de herramientas manuales y sus accesorios,,
,3686,,#N/A,#N/A,TAXIMAC ADM SAIC,,Fabricación de relojes,"Cría de ganado bovino, excepto la realizada en cabañas y para la producción de leche (Incluye: ganado bubalino)",
,3687,,#N/A,#N/A,GRAU Y WEISS SA,www.eskabo.com.ar,Aserrado y cepillado de madera nativa,,
,3688,,#N/A,#N/A,UNIDELTA SA,,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),Fabricación de productos metálicos para uso estructural,
,3689,,#N/A,#N/A,CAMPO GRAFICO SA,www.campografico.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,3690,,#N/A,#N/A,DACAR IMPRESORA SRL,www.dacarimpresora.com.ar,"Impresión n.c.p., excepto de diarios y revistas",Impresión de diarios y revistas,
,3691,,#N/A,#N/A,PAPELERA AJAKA SA,www.sinectis.com.ar,"Impresión n.c.p., excepto de diarios y revistas",Fabricación de cartón ondulado y envases de cartón,
,3692,,#N/A,#N/A,TRANSPORTES AEREOS DAMNOTTI SA,,Fabricación y reparación de aeronaves,Servicios de hangares y estacionamiento de aeronaves,
,3693,,#N/A,#N/A,PINCELES GOYA SRL,www.pincelesgoya.com.ar,"Fabricación de escobas, cepillos y pinceles",,
,3694,,#N/A,#N/A,VALMEC SA,www.valmec.com.ar,Fabricación de compresores grifos y válvulas,,
,3695,,#N/A,#N/A,DL3 SRL,www.orbitalvirtual.com,Fabricación de equipamiento e instrumentos ópticos y sus accesorios,"Venta al por mayor de artículos de óptica y de fotografía (Incluye venta de lentes de contacto, líquidos oftalmológicos, armazones, cristales ópticos, películas fotográficas, cámaras y accesorios para fotografía, etc.)",
,3696,,#N/A,#N/A,MOLINAS ARGENTINA SRL,www.molinasarg.com.ar,Fabricación de productos de corcho,,
,3697,,#N/A,#N/A,INTERSYS SRL,www.intersyssrl.com.ar,Fabricación de equipo eléctrico n.c.p.,Fabricación de explosivos y productos de pirotecnia,
,3698,,#N/A,#N/A,ELECTRONIC SA,www.enertik.com.ar,Fabricación de equipo eléctrico n.c.p.,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",
,3699,,#N/A,#N/A,SEMAK SA,www.semak.com.ar,Fabricación de equipo eléctrico n.c.p.,,
,3700,,#N/A,#N/A,BOSCH SRL,www.cuerbosch.com,Curtido y terminación de cueros,Venta al por mayor de electrodomésticos y artefactos para el hogar excepto equipos de audio y video,
,3701,,#N/A,#N/A,DINDEL SA,,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",Instalación de maquinaria y equipos industriales,
,3702,,#N/A,#N/A,JMG SAICA,www.jmgsa.com.ar,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,3703,,#N/A,#N/A,ELIBET SA,,Fabricación de aparatos de distribución y control de la energía eléctrica,,
,3704,,#N/A,#N/A,TALLERES GRAFICOS CILENTO SRL,www.cilento.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,3705,,#N/A,#N/A,F F CRESPO SRL,www.ffcrespo.com.ar,"Impresión n.c.p., excepto de diarios y revistas","Confección de ropa de trabajo, uniformes y guardapolvos",
,3706,,#N/A,#N/A,MOLIPET SRL,,Fabricación de productos elaborados de metal n.c.p.,"Fabricación de productos de madera n.c.p. fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",
,3707,,#N/A,#N/A,PRECOR SAIYC,www.precor.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",
,3708,,#N/A,#N/A,MASECOR SRL,,Fabricación de productos elaborados de metal n.c.p.,Venta al por menor por Internet,
,3709,,#N/A,#N/A,DANTE A MARTINEZ TISI SA,www.damtsa.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,3710,,#N/A,#N/A,DANTE DE PIETRO SRL,www.satlink.com,Fabricación de productos elaborados de metal n.c.p.,,
,3711,,#N/A,#N/A,INSTALAR D G SRL,www.instalardg.com,Fabricación de productos elaborados de metal n.c.p.,Fabricación de productos metálicos de tornería y/o matricería,
,3712,,#N/A,#N/A,CARBOQUIMICA DEL PARANA SA,www.carboquimicadelparana.com,Fabricación de productos de hornos de coque,,
,3713,,#N/A,#N/A,O C AUSTRAL SERVICIOS INTEGRALES SRL,www.argenet.com.ar,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),"Construcción, reforma y reparación de obras de infraestructura para el transporte (Incluye la construcción, reforma y reparación de calles, autopistas, carreteras, puentes, túneles, vías férreas y pistas de aterrizaje, la señalización mediante pintura, etc.)",
,3714,,#N/A,#N/A,TECNO TURBOS SC,www.tecno-turbos.com.ar,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),,
,3715,,#N/A,#N/A,TEFLOTEC SRL,,Tratamiento y revestimiento de metales y trabajos de metales en general,Fabricación de productos metálicos de tornería y/o matricería,
,3716,,#N/A,#N/A,FUENTE HECTOR MANUEL Y FUENTE HECTOR RICARDO SH FUINYTER,www.fuinyter.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3717,,#N/A,#N/A,BIO-DESCARTABLES MARIOR SRL,www.forlano-marior.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico (Incluye venta de equipos de diagnóstico y tratamiento, camillas, cajas de cirugía, jeringas y otros implementos de material descartable, etc.)",
,3718,,#N/A,#N/A,GERROX SRL,www.tiendadeestilos.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Fabricación de bijouterie (Incluye la fabricación de joyas de fantasía y accesorios similares),
,3719,,#N/A,#N/A,PESCARA SRL,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,3720,,#N/A,#N/A,CORTI PLAST SRL,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3721,,#N/A,#N/A,DIAMARA SA,www.diamara.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3722,,#N/A,#N/A,SUR LOGISTICA Y DISTRIBUCION SRL,www.egeo.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3723,,#N/A,#N/A,ACRILOK SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de artículos para la construcción n.c.p. (No incluye artículos y materiales de demolición: 466990),
,3724,,#N/A,#N/A,PLASTICORD TUNING SRL,www.plasticor.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3725,,#N/A,#N/A,GRUPO RIVERO HNOS SA,www.bateriascarpinelli.com.ar,"Fabricación de acumuladores, pilas y baterías primarias",,
,3726,,#N/A,#N/A,BOMBAS Y SISTEMAS INDUST SRL,www.bsibombas.com.ar,Fabricación de bombas 2,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
,3727,,#N/A,#N/A,LATINAVAL SRL,www.latinaval.com,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),Reparación y mantenimiento de maquinaria de uso general,
,3728,,#N/A,#N/A,SUPPORT SERVICE SA,www.almasgemelas.com.ar,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),"Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios (Incluye el alquiler de andamios sin montaje ni desmantelamiento)",
,3729,,#N/A,#N/A,FRIGORIFICO ONETO CIA SAIC,www.interserver.com.ar,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",Elaboración de hielo,
,3730,,#N/A,#N/A,TALLERES NAVALES ARGENTINOS SA,www.tna.com.ar,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),Reparación y mantenimiento de maquinaria de uso general,
,3731,,#N/A,#N/A,VARITEC SRL,www.varitec.com.ar,Fabricación de productos metálicos para uso estructural,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,3732,,#N/A,#N/A,AVIGLIANO SA,,Fabricación de maquinaria metalúrgica,Reparación y mantenimiento de máquinas y equipo n.c.p.,
,3733,,#N/A,#N/A,CONSTANTINO D TISI Y HNO SAI Y C,www.tisi.com.ar,Fabricación de productos metálicos para uso estructural,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,3734,,#N/A,#N/A,AC INGENIERIA SRL,www.vci.com.ar,Fabricación de productos metálicos para uso estructural,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
,3735,,#N/A,#N/A,COMPANIA MINERA DEL PACIFICO SA,www.cales-cmpsa.com.ar,Elaboración de cal,"Extracción de piedra caliza y yeso (Incluye caliza, castina, conchilla, riolita, yeso natural, anhidrita, etc.)",
,3736,,#N/A,#N/A,FRANCISCO ROTUNDO Y HNOS SRL,www.rotundohnos.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,3737,,#N/A,#N/A,ROMULO A BARBERIS E HIJOS SA,www.talleresversailles.com.ar,Fabricación de productos metálicos de tornería y/o matricería,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria, de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",
,3738,,#N/A,#N/A,METALURGICA ATUEL SRL,,Fabricación de productos metálicos de tornería y/o matricería,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",
,3739,,#N/A,#N/A,BARBIERI E HIJOS SRL,www.barbieriehijos.com,Fabricación de productos metálicos de tornería y/o matricería,,
,3740,,#N/A,#N/A,MOBILIARIOS FONTENLA SA,www.fontenla-furniture.com,"Fabricación de muebles y partes de muebles, principalmente de madera",,
,3741,,#N/A,#N/A,PAPER SRL,www.papersrl.com.ar,Fabricación de papel ondulado y envases de papel,,
,3742,,#N/A,#N/A,PAPELERA SUIPACHA SRL,www.papelerasuipacha.com.ar,Fabricación de papel ondulado y envases de papel,Venta al por mayor de papel y productos de papel y cartón excepto envases,
,3743,,#N/A,#N/A,INTERNATIONAL PLAYING CARD & LABEL COMPANY ARGENTINA SA,www.ipcargentina.com,Fabricación de papel ondulado y envases de papel,,
,3744,,#N/A,#N/A,FULLMOON SA,www.euterma.com.ar,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos",,
,3745,,#N/A,#N/A,UNITEC SA,www.unitecsa.com,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",,
,3746,,#N/A,#N/A,GRAFICA SILMAC SRL,,"Impresión n.c.p., excepto de diarios y revistas",Servicios relacionados con la impresión,
,3747,,#N/A,#N/A,BIOTEX SRL,www.biotex.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",Fabricación de equipo de control de procesos industriales,
,3748,,#N/A,#N/A,AURITONE SRL,,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",
,3749,,#N/A,#N/A,PRONEVIA SA,www.pronevia.com.ar,Fabricación de autopartes de caucho excepto cámaras y cubiertas,,
,3750,,#N/A,#N/A,PAMPACO SA,www.pampaco.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,
,3751,,#N/A,#N/A,MADER SHOP SRL,,Aserrado y cepillado de madera implantada,"Venta al por mayor de productos de madera excepto muebles (Incluye placas, varillas, parqué, machimbre, etc.)",
,3752,,#N/A,#N/A,PLASTICOS MUNRO SRL,,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)","Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",
,3753,,#N/A,#N/A,ERGOMETAL SRL,www.dhsystems.com.ar,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)","Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",
,3754,,#N/A,#N/A,METALURGICA TUYU SRL,www.metalurgicatuyu.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",Fabricación de equipos y productos informáticos,
,3755,,#N/A,#N/A,NEUF AGRICOLE SA,www.msn.com,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de máquinas herramienta,
,3756,,#N/A,#N/A,DIMATICO SRL,,Fabricación de productos metálicos de tornería y/o matricería,Reparación y mantenimiento de maquinaria de uso general,
,3757,,#N/A,#N/A,TORMICRON SRL,www.tormicron.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,
,3758,,#N/A,#N/A,TALLERES BALLINI SRL,www.talleresballini.com.ar,Fabricación de productos metálicos de tornería y/o matricería,Fundición de metales no ferrosos,
,3759,,#N/A,#N/A,MARCIBUR SRL,,Fabricación de implementos de uso agropecuario,Instalación de maquinaria y equipos industriales,
,3760,,#N/A,#N/A,FAETA SAICFI,www.faeta.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)","Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión equipo fotográfico, aparatos para medir, ensayar o navegar relojes, excepto para uso personal o doméstico",
,3761,,#N/A,#N/A,FRECON SRL,,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",Venta al por mayor de mercancías n.c.p.,
,3762,,#N/A,#N/A,ACERIAS SAUCE VIEJO SA,www.aceriassauceviejo.com.ar,Fundición de hierro y acero,,
,3763,,#N/A,#N/A,HYTEC SA,www.hytech.com.ar,Fabricación de bombas 2,Fabricación de compresores grifos y válvulas,
,3764,,#N/A,#N/A,DTA SA,www.dta-sa.com,Fabricación de componentes electrónicos,Venta al por mayor de componentes electrónicos,
,3765,,#N/A,#N/A,COMPET SA,,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de mercancías n.c.p.,
,3766,,#N/A,#N/A,GLOVE DIP SRL,www.toysa.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de mercancías n.c.p.,
,3767,,#N/A,#N/A,MAC PALLET SA,www.macpallet.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles","Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natural",
,3768,,#N/A,#N/A,ESTRUPLAST SRL,www.estruplast.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3769,,#N/A,#N/A,EGEO SRL,www.egeodental.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Fabricación de productos químicos n.c.p. (Incluye la producción de aceites esenciales, tintas excepto para imprenta, etc.)",
,3770,,#N/A,#N/A,FAGRA SA,www.fagra.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,
,3771,,#N/A,#N/A,LGI SRL,www.lgi-intl.com.ar,Fabricación de equipamiento e instrumentos ópticos y sus accesorios,"Venta al por mayor de artículos de óptica y de fotografía (Incluye venta de lentes de contacto, líquidos oftalmológicos, armazones, cristales ópticos, películas fotográficas, cámaras y accesorios para fotografía, etc.)",
,3772,,#N/A,#N/A,WHEEL SA,www.wheelsa.com,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semirremolques,,
,3773,,#N/A,#N/A,ARGENMAG SAIC,www.argenmag.com.ar,Fabricación de equipo de control de procesos industriales,,
,3774,,#N/A,#N/A,SOLO SOLUCIONES SA,www.keyvigilant.com.ar,Fabricación de equipo de control de procesos industriales,Venta al por mayor de máquinas y equipo de control y seguridad,
,3775,,#N/A,#N/A,ADESA SRL,www.adesa.com.ar,Fabricación de equipo de control de procesos industriales,,
,3776,,#N/A,#N/A,HIERROS INDUSTRIAL SA,www.hierrossa.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),Venta al por menor de materiales de construcción n.c.p.,
,3777,,#N/A,#N/A,MAP SOCIEDAD ANONIMA,www.map-sa.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",
,3778,,#N/A,#N/A,JUAN CARLOS LENTA E HIJOS SRL,,Fabricación de premoldeadas para la construcción,,
,3779,,#N/A,#N/A,IMPLECOR SA,www.implecor.com,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de implementos de uso agropecuario,
,3780,,#N/A,#N/A,SUMAR SERVICIOS INDUSTRIALES SRL,www.sumarservicios.com.ar,Fabricación de equipo eléctrico n.c.p.,"Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios (Incluye el alquiler de andamios sin montaje ni desmantelamiento)",
,3781,,#N/A,#N/A,NORVAS SRL,www.cotelcam.com.ar,Fabricación de envases metálicos,,
,3782,,#N/A,#N/A,VENTILAR SA,www.ventilarsa.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)","Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",
,3783,,#N/A,#N/A,SACOMAAR SRL,,Fabricación de bolsas de materiales textiles para productos a granel,Fabricación de productos textiles n.c.p.,
,3784,,#N/A,#N/A,MADERERA NEWTON SA,www.madereranewton.com.ar,Aserrado y cepillado de madera implantada,"Venta al por mayor de productos de madera excepto muebles (Incluye placas, varillas, parqué, machimbre, etc.)",
,3785,,#N/A,#N/A,ASERRADERO DON MIGUEL SRL,,Aserrado y cepillado de madera implantada,,
,3786,,#N/A,#N/A,PLAC CORR SA,www.placcorr.com.ar,Fabricación de aberturas y estructuras de madera para la construcción,,
,3787,,#N/A,#N/A,LUBRICACION SAIC,www.lubriweb.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",,
,3788,,#N/A,#N/A,ROPAL SA,www.ropalsa.com.ar,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",,
,3789,,#N/A,#N/A,MADERERA SAN JOSE SRL,www.coyspu.com.ar,Aserrado y cepillado de madera implantada,Aserrado y cepillado de madera implantada,
,3790,,#N/A,#N/A,ASERRADERO SAN ALBERTO SRL,www.prico.com.ar,Aserrado y cepillado de madera implantada,,
,3791,,#N/A,#N/A,SUDAMERICA EMBALAJES SRL,www.sudamericaembalajes.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,
,3792,,#N/A,#N/A,TERMINAL DE REPARACIONES NAVALES MAR DELPLATA SA,www.spisa.com.ar,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),,
,3793,,#N/A,#N/A,RECTIFICACIONES UNION SRL,www.nodosud.com.ar,Rectificación de motores,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
,3794,,#N/A,#N/A,RECTI NOR SRL,www.rectinor.com.ar,Rectificación de motores,Mantenimiento y reparación del motor n.c.p. mecánica integral (Incluye auxilio y servicios de grúa para automotores),
,3795,,#N/A,#N/A,METALURGICA NARVAL SRL,www.mnarval.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.","Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",
,3796,,#N/A,#N/A,CANTON METALWORK SA,,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.","Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",
,3797,,#N/A,#N/A,TUYUVEN SA,www.tuyuven.com.ar,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto",,
,3798,,#N/A,#N/A,CATER DEVICE SA,www.caterdevice.com,Fabricación de componentes electrónicos,,
,3799,,#N/A,#N/A,MOINCO SRL,www.estudiogazal.com,Fabricación de generadores de vapor,,
,3800,,#N/A,#N/A,NOBER SRL,www.noberargentina.com.ar,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",,
,3801,,#N/A,#N/A,AEROPLATA ARGENTINA SA,www.aeroplata.com,Fabricación de componentes electrónicos,Servicios relacionados con la electrónica y las comunicaciones,
,3802,,#N/A,#N/A,PLASTICOS DEL COMAHUE SA,www.pcomahue.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,
,3803,,#N/A,#N/A,GAMISOL Y CIA SA,www.gamisol.com.ar,Fabricación de productos textiles n.c.p.,Venta al por mayor de mercancías n.c.p.,
,3804,,#N/A,#N/A,SUR MIX SRL,www.uolsinectis.com.ar,Elaboración de hormigón,"Fabricación de productos minerales no metálicos n.c.p. (Incluye la fabricación de abrasivos, lijas, membranas asfálticas, etc.)",
,3805,,#N/A,#N/A,CAODETEX SA,,Fabricación de productos de caucho n.c.p.,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",
